Level	Date and Time	Source	Event ID	Task Category
Error	2020/03/06 14:14:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/06 13:44:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 23:43:32	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:43:29	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:43:26	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:43:24	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:43:22	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:43:20	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:43:18	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/03/05 23:23:14	Microsoft-Windows-WindowsUpdateClient	20	Windows Update Agent	Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NMPJ99VJBWV-Microsoft.YourPhone.
Error	2020/03/05 23:15:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 20:05:02	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 15:40:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 14:23:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 13:17:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 13:13:05	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/05 04:08:26	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/05 04:06:48	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 20:11:41	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 20:08:17	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 19:17:47	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 19:13:45	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 19:11:07	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 19:10:54	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/04 19:01:15	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/03/03 19:08:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/03 15:06:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/03 02:12:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/03 01:27:17	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/03 01:22:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/03 00:09:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/02 23:48:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/02 22:27:23	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:0"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/03/02 22:27:23	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:20"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/03/02 22:27:23	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{1F27A0C2-1697-43C3-A2CB-597C81048B4F} because another computer on the network has the same name.  The server could not start.
Error	2020/03/02 18:46:43	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/02 17:10:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/02 14:17:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/02 13:43:10	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/02 13:18:36	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/01 23:23:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/01 21:21:48	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/03/01 21:21:46	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/03/01 19:33:44	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/03/01 19:19:44	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/03/01 19:19:14	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/03/01 19:18:49	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/03/01 19:16:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/29 23:25:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/29 21:54:32	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 21:40:32	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 21:40:02	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 21:39:34	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 21:38:23	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 21:38:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/29 21:38:22	EventLog	6008	None	The previous system shutdown at 19:16:25 on ‎29/‎02/‎2020 was unexpected.
Error	2020/02/29 16:51:42	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 16:37:42	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 16:37:12	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 16:36:44	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 16:36:29	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/29 16:36:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/29 16:36:27	EventLog	6008	None	The previous system shutdown at 11:57:11 on ‎29/‎02/‎2020 was unexpected.
Error	2020/02/29 10:24:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/29 00:04:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/28 20:15:24	disk	11	None	The driver detected a controller error on \Device\Harddisk1\DR2.
Error	2020/02/28 19:22:29	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/28 17:02:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/28 13:27:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/28 01:05:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 22:42:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 22:05:36	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 18:52:38	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:38:38	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:38:07	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:37:39	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:37:17	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:37:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 18:32:38	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:32:08	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:31:40	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/27 18:27:12	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 18:15:28	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 17:40:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 15:53:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 15:38:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 14:59:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 14:52:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 14:09:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/27 03:01:49	disk	11	None	The driver detected a controller error on \Device\Harddisk1\DR2.
Error	2020/02/26 23:14:16	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:0"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/26 23:14:16	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:20"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/26 23:14:16	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{1F27A0C2-1697-43C3-A2CB-597C81048B4F} because another computer on the network has the same name.  The server could not start.
Error	2020/02/26 19:29:12	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/26 19:28:57	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/26 19:26:48	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/26 19:25:59	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/26 17:26:10	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:0"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/26 17:26:10	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:20"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/26 17:26:10	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{1F27A0C2-1697-43C3-A2CB-597C81048B4F} because another computer on the network has the same name.  The server could not start.
Error	2020/02/26 17:19:28	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/26 13:56:26	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/26 00:09:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 23:56:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 19:43:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 19:23:16	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:0"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/25 19:23:16	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:20"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/25 19:23:16	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{1F27A0C2-1697-43C3-A2CB-597C81048B4F} because another computer on the network has the same name.  The server could not start.
Error	2020/02/25 19:20:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 18:29:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 16:28:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 15:49:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 14:35:25	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 00:18:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 00:15:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/25 00:15:25	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/02/24 21:48:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/24 19:55:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/24 18:26:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/24 18:08:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/24 16:23:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/24 15:49:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/24 14:18:06	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/24 14:04:06	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/24 14:03:36	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/24 14:03:09	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/24 14:02:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/23 20:23:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/23 17:50:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/23 16:34:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/23 15:01:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/23 01:18:12	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:0"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/23 01:18:12	NetBT	4321	None	"The name ""DESKTOP-ONOT1F3:20"" could not be registered on the interface with IP address 137.215.238.53. The computer with the IP address 169.254.234.209 did not allow the name to be claimed by this computer."
Error	2020/02/23 01:18:12	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{1F27A0C2-1697-43C3-A2CB-597C81048B4F} because another computer on the network has the same name.  The server could not start.
Error	2020/02/23 00:15:03	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 21:22:17	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 21:03:47	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 20:49:47	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 20:49:17	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 20:48:48	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 20:47:06	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 20:47:06	Service Control Manager	7000	None	"The VMSP service failed to start due to the following error: 
Insufficient system resources exist to complete the requested service."
Error	2020/02/22 20:47:02	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 18:24:11	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 18:10:10	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 18:09:40	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 18:09:12	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 18:08:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 15:43:54	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 05:13:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 01:58:11	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/22 00:53:27	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 00:39:26	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 00:38:57	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 00:38:35	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 00:38:25	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/22 00:38:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 18:45:15	Service Control Manager	7043	None	The Windows Update service did not shut down properly after receiving a pre-shutdown control.
Error	2020/02/21 17:51:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 16:09:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 15:10:43	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 14:23:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 13:18:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 09:19:42	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 09:14:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 04:20:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 01:20:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 01:16:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/21 01:02:42	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 22:17:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 18:51:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 18:51:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 16:08:43	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 15:51:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 15:21:59	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/20 11:08:02	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/19 19:50:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/19 15:19:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/19 15:19:49	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/02/19 14:14:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/19 11:15:46	Volsnap	36	None	The shadow copies of volume C: were aborted because the shadow copy storage could not grow due to a user imposed limit.
Error	2020/02/18 19:35:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/18 15:54:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/18 14:31:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/18 05:18:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/18 02:18:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/18 00:03:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 20:40:06	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/17 20:26:06	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/17 20:25:36	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/17 20:25:06	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/17 20:24:54	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/17 20:24:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 20:14:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 18:58:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 15:57:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 14:29:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 14:29:37	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/02/17 13:45:54	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 10:34:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/17 03:47:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 22:49:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 20:53:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 17:49:17	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/16 17:47:08	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/16 17:42:24	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/02/16 16:42:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 14:53:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 14:12:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 11:51:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/16 06:59:28	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
